ID,RT
654,3.7058554
655,7.6431355
656,4.832867
657,4.178387
658,4.299546
659,12.617679
660,10.919464
661,4.461667
662,2.295188
663,15.862593
664,11.326703
665,7.6176767
666,7.5896616
667,14.439388
668,12.212
669,2.837193
670,4.26409
671,2.8011065
672,5.0647254
673,7.908805
674,7.851147
675,6.950011
676,7.3346953
677,5.95803
678,9.829969
679,5.625121
680,4.916949
681,3.371018
682,9.377085
683,6.1400285
684,7.604994
685,5.5400662
686,3.71491
687,2.8428054
688,2.975923
689,7.349164
690,14.6109915
691,4.572822
692,5.142153
693,9.146058
694,4.7976227
695,7.3757052
696,6.5993958
697,5.889328
698,5.0562143
699,7.318488
700,6.2915044
701,7.1586623
702,3.7733054
703,3.9417696
704,12.851604
705,5.6799445
706,5.9989133
707,5.4041433
708,5.0934663
709,7.5651975
710,15.767499
711,9.667956
712,7.3321605
713,3.8843336
714,7.70638
715,11.19189
716,17.89983
717,3.749914
718,6.021974
719,13.551575
720,6.7449603
721,7.340188
722,6.8868656
723,7.025088
724,9.038712
725,4.9062614
726,5.5743866
727,5.306078
728,5.4225125
729,5.8216567
730,2.9814053
731,3.742339
732,9.09232
733,13.299576
734,3.289631
735,6.783236
736,15.877813
737,6.5861073
738,3.3992343
739,3.05368
740,5.630697
741,5.1567836
742,1.9769287
743,18.436499
744,8.537128
745,8.005787
746,9.940135
747,10.39798
748,9.027
749,4.9610696
750,6.7652197
751,3.7313232
752,6.483289
753,8.826637
754,6.6108704
755,5.468846
756,7.369119
757,14.272276
758,4.902288
759,8.766818
760,7.605417
761,6.773688
762,6.9575806
763,5.5210915
764,7.3464394
765,7.478348
766,7.4095263
767,3.0056868
768,2.8438034
769,2.7210493
770,2.6839676
771,2.6010695
772,4.4030375
773,5.347486
774,6.997605
775,7.3808894
776,7.4731455
777,6.0519457
778,4.207981
779,4.6768365
780,4.910284
781,6.677981
782,10.024543
783,3.2702303
784,13.503032
785,11.420928
786,13.235377
787,3.2380023
788,13.376938
789,6.9741287
790,10.896747
791,7.30262
792,6.1134048
793,8.985578
794,8.089541
795,4.200433
796,7.7886796
797,7.5490184
798,6.9444323
799,8.691781
800,3.9183722
801,2.7767444
802,7.549052
803,6.3744087
804,6.8305864
805,7.408614
806,4.7456174
807,6.8123517
808,6.041447
809,9.817259
810,3.918533
811,3.1129184
812,2.9840178
813,8.906284
814,9.580722
815,6.1844416
816,5.927953
817,4.986352
818,10.233375
819,10.434729
820,16.722721
821,4.136683
822,3.422811
823,4.6059775
824,6.420891
825,6.193662
826,2.4104986
827,7.32262
828,10.44988
829,7.9958034
830,4.7010665
831,4.013993
832,5.4080987
833,3.7866113
834,6.4893427
835,2.6610556
836,17.76006
837,12.26365
838,17.914202
839,12.264426
840,6.334549
841,9.730012
842,4.1822243
843,4.7111363
844,15.553657
845,7.7264123
846,6.565405
847,3.4231195
848,3.761843
849,2.3634772
850,4.4943166
851,14.6960945
852,11.62254
853,6.6037
854,15.5611315
855,10.077514
856,4.9749427
857,8.115796
858,8.0269985
859,10.834951
860,5.7374535
861,3.927545
862,5.1900764
863,7.500353
864,7.203759
865,4.647917
866,7.8041315
867,10.32977
868,3.609934
869,3.3047032
870,10.380514
871,9.833537
872,10.303535
873,8.851582
874,10.715971
875,8.93556
876,7.731749
877,3.644156
878,10.447124
879,8.540887
880,7.1853333
881,9.253569
882,10.380345
883,13.9134445
884,9.423708
885,5.935061
886,7.0589714
887,7.2450867
888,4.721861
889,10.231633
890,4.1726832
891,4.753747
892,5.5785694
893,5.941112
894,7.06716
895,7.3689556
896,10.840991
897,6.6388006
898,7.6501265
899,10.917063
900,12.312692
901,6.5965295
902,5.8670087
903,9.193008
904,8.044615
905,7.683613
906,8.954743
907,6.052181
908,3.3085828
909,4.0939264
910,3.4924815
911,6.316907
912,7.022768
913,3.7283368
914,9.358119
915,16.471079
916,6.0842857
917,7.083553
918,5.3284426
919,4.373028
920,10.647956
921,4.784703
922,8.443268
923,7.231568
924,6.634808
925,16.384182
926,8.897691
927,6.913818
928,3.9128513
929,4.7643614
930,4.3065352
931,2.7453742
932,12.687407
933,3.7346284
934,4.106692
935,6.8182425
936,7.0200634
937,9.46131
938,12.330848
939,7.5345917
940,7.511723
941,9.303006
942,12.9967785
943,10.477418
944,12.123386
945,3.2917814
946,4.8068953
947,3.8633387
948,3.6569011
949,4.114306
950,7.2611113
951,3.5492518
952,3.5339448
953,4.8427978
954,7.7388544
955,8.81346
956,14.550756
957,7.2759767
958,13.376871
959,7.28678
960,3.9489026
961,9.31989
962,2.9332461
963,3.5367427
964,5.730434
965,5.0577517
966,3.4769466
967,8.179386
968,10.7351
969,17.868782
970,7.606055
971,7.415621
972,5.8051186
973,6.708821
974,14.6551895
975,11.010951
976,10.572725
977,7.09752
978,7.2880545
979,4.878798
980,14.374848
981,8.398584
982,7.256415
983,5.2936597
984,8.0705805
985,11.100958
986,7.584536
987,8.966054
988,10.424901
989,17.5843
990,14.207846
991,4.1508164
992,4.388046
993,9.975475
994,7.2009726
995,2.6018224
996,14.307817
997,10.542217
998,10.368539
999,8.425798
1000,11.400766
1001,5.4382033
1002,5.3149014
1003,4.718162
1004,10.60964
1005,18.493973
1006,4.4896946
1007,3.1320581
1008,2.9401822
1009,15.428831
1010,7.824639
1011,8.724414
1012,5.882608
1013,10.024543
1014,7.5251303
1015,3.2624621
1016,5.83203
1017,2.1048894
1018,3.8192475
1019,11.390345
1020,6.0968122
1021,14.353461
1022,12.076751
1023,12.283253
1024,3.998362
1025,13.052165
1026,10.770997
1027,6.5467405
1028,12.917702
1029,7.9047475
1030,7.7476163
1031,10.607886
1032,5.5005665
1033,7.178009
1034,7.0032554
1035,7.974738
1036,7.8919373
1037,7.6898794
1038,11.423221
1039,6.6011167
1040,6.6085186
1041,4.659696
1042,11.102217
1043,10.017648
1044,7.597077
1045,8.175477
1046,18.949171
1047,2.5489917
1048,9.383781
1049,9.816183
1050,6.9324474
1051,5.335447
1052,10.425521
1053,13.626757
1054,8.602913
1055,7.2072253
1056,8.364826
1057,7.0808477
1058,7.91882
1059,6.6730065
1060,9.197065
1061,8.564207
1062,8.154596
1063,6.2982335
1064,3.4535794
1065,2.5589132
1066,5.2723584
1067,5.153749
1068,7.1371465
1069,8.368883
1070,3.204184
1071,18.383747
1072,6.569968
1073,7.2532125
1074,5.8902526
1075,4.1986747
1076,3.2703533
1077,2.9389882
1078,3.1361456
1079,7.269066
1080,6.468686
1081,19.192005
1082,7.8723135
1083,6.5669746
1084,6.2549376
1085,6.619661
1086,5.0726914
1087,2.2023573
1088,3.1674376
1089,4.263282
1090,3.9850852
1091,6.814794
1092,12.024039
1093,4.0070553
1094,11.143377
1095,11.245232
1096,4.743212
1097,4.0869837
1098,4.364258
1099,6.4094577
1100,6.6588335
1101,10.038226
1102,10.909651
1103,4.0252657
1104,4.1466746
1105,10.636076
1106,17.756264
1107,11.195588
1108,3.795345
1109,5.979734
1110,5.03466
1111,4.2480407
1112,11.889978
1113,13.198623
1114,9.809365
1115,10.386484
1116,7.4688873
1117,6.2619023
1118,3.301845
1119,11.16088
1120,6.8355074
1121,4.9010806
1122,3.5896432
1123,11.855553
1124,9.215296
1125,5.0696964
1126,6.0688643
1127,6.7859073
1128,6.037335
1129,8.041694
1130,5.9626417
1131,10.760562
1132,14.681408
1133,6.984465
1134,10.959397
1135,7.3562365
1136,4.197253
1137,9.015352
1138,4.2612386
1139,5.8620634
1140,3.4312549
1141,1.7699533
1142,3.2489161
1143,5.4058943
1144,7.2130404
1145,5.516283
1146,4.3920403
1147,6.0758357
1148,10.41088
1149,7.74483
1150,13.3861685
1151,3.8392665
1152,7.469168
1153,9.131578
1154,3.5190852
1155,5.224515
1156,12.445578
1157,5.9517765
1158,4.6866837
1159,4.908209
1160,3.8935475
1161,4.760459
1162,4.159906
1163,7.3463964
1164,13.3861685
1165,13.036154
1166,10.937292
1167,12.910364
1168,15.896774
1169,7.2073154
1170,8.020279
1171,8.006443
1172,6.184441
1173,3.3189077
1174,15.552283
1175,6.02244
1176,3.8547513
1177,6.133193
1178,6.9259276
1179,6.986945
1180,3.3029203
1181,7.2842016
1182,6.857033
1183,14.944721
1184,5.4152637
1185,6.4527974
1186,6.8835225
1187,7.124418
1188,6.713884
1189,5.680107
1190,8.218508
1191,7.78441
1192,9.471812
1193,6.648116
1194,4.934557
1195,6.0460625
1196,4.234606
1197,9.714972
1198,10.225265
1199,10.193238
1200,3.655677
1201,16.880451
1202,8.392495
1203,8.677934
1204,6.816727
1205,7.55911
1206,7.237898
1207,9.805285
1208,2.6001573
1209,3.6407523
1210,4.4062333
1211,6.132964
1212,3.931187
1213,6.511629
1214,12.810329
1215,8.85692
1216,3.0408077
1217,3.2618475
1218,2.7739925
1219,3.0123262
1220,12.122654
1221,5.861976
1222,4.6294255
1223,13.162545
1224,10.97383
1225,12.900744
1226,3.7138147
1227,3.9917016
1228,9.690793
1229,5.844845
1230,19.021835
1231,7.5395517
1232,12.459171
1233,10.047799
1234,10.315868
1235,7.369058
1236,8.518425
1237,10.560199
1238,6.238963
1239,3.2456326
1240,8.648027
1241,5.8268976
1242,11.061366
1243,17.830475
1244,10.206377
1245,7.255185
1246,5.527294
1247,5.0129857
1248,3.6855707
1249,5.6024323
1250,8.889021
1251,10.236342
1252,9.648679
1253,9.267275
1254,4.595155
1255,5.077829
1256,4.929565
1257,8.693822
1258,5.0636597
1259,7.674043
1260,4.9010816
1261,6.707112
1262,7.3590746
1263,6.125061
1264,8.451847
1265,4.5671678
1266,12.001096
1267,16.062597
1268,3.8790112
1269,18.480114
1270,11.94406
1271,4.1724563
1272,11.492865
1273,8.090124
1274,2.6579146
1275,7.3615904
1276,7.783955
1277,6.978093
1278,7.280765
1279,17.233006
1280,10.488982
1281,8.6352215
1282,6.7761526
1283,6.628446
1284,4.6659856
1285,7.792763
1286,8.735168
1287,4.8634095
1288,3.823089
1289,12.714447
1290,16.545542
1291,7.5395355
1292,15.867099
1293,3.6563122
1294,8.020767
1295,7.325014
1296,8.130064
1297,6.139569
1298,11.007936
1299,5.280103
1300,4.9396152
1301,7.392026
1302,6.342815
1303,18.37273
1304,9.510512
1305,7.04041
1306,6.220036
1307,5.6920285
1308,4.08876
1309,6.9767947
1310,12.058174
1311,6.787823
1312,7.077211
1313,7.132365
1314,4.2148633
1315,8.132726
1316,3.4975786
1317,4.8203015
1318,8.814871
1319,6.262849
1320,1.9785466
1321,1.3752556
1322,16.932869
1323,5.4307165
1324,11.327518
1325,5.177853
1326,9.144199
1327,9.775308
1328,3.3935962
1329,9.391472
1330,3.7894952
1331,3.1736736
1332,5.1409445
1333,3.7616282
1334,10.1350565
1335,6.9596252
1336,8.217458
1337,7.620877
1338,4.527421
1339,7.8962708
1340,14.3092575
1341,3.1378083
1342,3.6021345
1343,4.8289924
1344,4.4838877
1345,8.0680065
1346,7.9107027
1347,15.176534
1348,7.0132236
1349,10.07897
1350,8.85334
1351,2.7754874
1352,7.011697
1353,4.7196703
1354,5.3141828
1355,4.192669
1356,8.578502
1357,7.467317
1358,5.3155437
1359,11.024544
1360,4.8751345
1361,6.3355336
1362,5.0048733
1363,7.1750965
1364,4.285072
1365,2.9131336
1366,6.713899
1367,4.452417
1368,5.8932323
1369,19.747454
1370,6.102343
1371,4.5522094
1372,3.068575
1373,17.20847
1374,8.263279
1375,3.25596
